date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:44:55	31144/31144	---M--	200	added ('OK')	text/html	etag:%2279a8-5613a666d7480%22	https://jituchauhan.com/nearme/checkout-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/checkout-page.html	(from https://jituchauhan.com/nearme/)
21:44:56	23088/23088	---M--	200	added ('OK')	text/html	etag:%225a30-5613a784f1780%22	https://jituchauhan.com/nearme/user-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/user-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:56	29533/29533	---M--	200	added ('OK')	text/html	etag:%22735d-5613a7797fc80%22	https://jituchauhan.com/nearme/user-dashboard-wishlist.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/user-dashboard-wishlist.html	(from https://jituchauhan.com/nearme/)
21:44:56	29186/29186	---M--	200	added ('OK')	text/html	etag:%227202-5613a76ff6600%22	https://jituchauhan.com/nearme/user-dashboard-edit-profile.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/user-dashboard-edit-profile.html	(from https://jituchauhan.com/nearme/)
21:44:57	31125/31125	---M--	200	added ('OK')	text/html	etag:%227995-5613a76855400%22	https://jituchauhan.com/nearme/user-dashboard-booking.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/user-dashboard-booking.html	(from https://jituchauhan.com/nearme/)
21:44:57	32017/32017	---M--	200	added ('OK')	text/html	etag:%227d11-5613a71839700%22	https://jituchauhan.com/nearme/partner-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:57	30676/30676	---M--	200	added ('OK')	text/html	etag:%2277d4-5613a72f1cd00%22	https://jituchauhan.com/nearme/partner-my-order-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-my-order-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:58	28329/28329	---M--	200	added ('OK')	text/html	etag:%226ea9-5613a72963f80%22	https://jituchauhan.com/nearme/partner-manage-service-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-manage-service-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:58	27040/27040	---M--	200	added ('OK')	text/html	etag:%2269a0-5613a73c76c80%22	https://jituchauhan.com/nearme/partner-withdraw-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-withdraw-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:58	22428/22428	---M--	200	added ('OK')	text/html	etag:%22579c-5613a721c2d80%22	https://jituchauhan.com/nearme/partner-inbox-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-inbox-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:59	29461/29461	---M--	200	added ('OK')	text/html	etag:%227315-5613a736bdf00%22	https://jituchauhan.com/nearme/partner-profile-dashboard.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/partner-profile-dashboard.html	(from https://jituchauhan.com/nearme/)
21:44:59	24491/24491	---M--	200	added ('OK')	text/html	etag:%225fab-5613a6af51f80%22	https://jituchauhan.com/nearme/contact-us-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/contact-us-page.html	(from https://jituchauhan.com/nearme/)
21:44:59	20724/20724	---M--	200	added ('OK')	text/html	etag:%2250f4-5613a6b6f3180%22	https://jituchauhan.com/nearme/error-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/error-page.html	(from https://jituchauhan.com/nearme/)
21:45:00	39945/39945	---M--	200	added ('OK')	text/html	etag:%229c09-5613a655acc00%22	https://jituchauhan.com/nearme/blog-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/blog-page.html	(from https://jituchauhan.com/nearme/)
21:45:00	33467/33467	---M--	200	added ('OK')	text/html	etag:%2282bb-5613a60b49c80%22	https://jituchauhan.com/nearme/blog-listing-3-column.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/blog-listing-3-column.html	(from https://jituchauhan.com/nearme/)
21:45:00	33863/33863	---M--	200	added ('OK')	text/html	etag:%228447-5613a64a3b100%22	https://jituchauhan.com/nearme/blog-masonry.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/blog-masonry.html	(from https://jituchauhan.com/nearme/)
21:45:01	46979/46979	---M--	200	added ('OK')	text/html	etag:%22b783-5613a65f36280%22	https://jituchauhan.com/nearme/blog-single.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/blog-single.html	(from https://jituchauhan.com/nearme/)
21:45:01	30864/30864	---M--	200	added ('OK')	text/html	etag:%227890-5613a66e78680%22	https://jituchauhan.com/nearme/city-list-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/city-list-page.html	(from https://jituchauhan.com/nearme/)
21:45:01	28385/28385	---M--	200	added ('OK')	text/html	etag:%226ee1-5613a6855bc80%22	https://jituchauhan.com/nearme/city-single-page.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/city-single-page.html	(from https://jituchauhan.com/nearme/)
21:45:02	29072/29072	---M--	200	added ('OK')	text/html	etag:%227190-5613a74417e80%22	https://jituchauhan.com/nearme/shortcode-accordion.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/shortcode-accordion.html	(from https://jituchauhan.com/nearme/)
21:45:02	26823/26823	---M--	200	added ('OK')	text/html	etag:%2268c7-5613a75913000%22	https://jituchauhan.com/nearme/shortcode-tabs.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/shortcode-tabs.html	(from https://jituchauhan.com/nearme/)
21:45:02	21613/21613	---M--	200	added ('OK')	text/html	etag:%22546d-5613a749d0c00%22	https://jituchauhan.com/nearme/shortcode-alerts.html	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/shortcode-alerts.html	(from https://jituchauhan.com/nearme/)
21:45:03	112159/112159	---M--	200	added ('OK')	image/jpeg	etag:%221b61f-55bba6cfb3380%22	https://jituchauhan.com/nearme/images/hostel-1.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/hostel-1.jpg	(from https://jituchauhan.com/nearme/)
21:45:03	78630/78630	---M--	200	added ('OK')	image/jpeg	etag:%2213326-55bcbd3d51880%22	https://jituchauhan.com/nearme/images/hostel-3.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/hostel-3.jpg	(from https://jituchauhan.com/nearme/)
21:45:03	102930/102930	---M--	200	added ('OK')	image/jpeg	etag:%2219212-55bcbb292b100%22	https://jituchauhan.com/nearme/images/hostel-2.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/hostel-2.jpg	(from https://jituchauhan.com/nearme/)
21:45:04	120193/120193	---M--	200	added ('OK')	image/jpeg	etag:%221d581-55bbb56fd3500%22	https://jituchauhan.com/nearme/images/destination-1.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-1.jpg	(from https://jituchauhan.com/nearme/)
21:45:04	53640/53640	---M--	200	added ('OK')	image/jpeg	etag:%22d188-55bbb9c216700%22	https://jituchauhan.com/nearme/images/destination-2.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-2.jpg	(from https://jituchauhan.com/nearme/)
21:45:05	176578/176578	---M--	200	added ('OK')	image/jpeg	etag:%222b1c2-55bbbade48580%22	https://jituchauhan.com/nearme/images/destination-4.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-4.jpg	(from https://jituchauhan.com/nearme/)
21:45:05	145850/145850	---M--	200	added ('OK')	image/jpeg	etag:%22239ba-55bbb9cf70680%22	https://jituchauhan.com/nearme/images/destination-3.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-3.jpg	(from https://jituchauhan.com/nearme/)
21:45:05	8811/8811	---M--	200	added ('OK')	image/jpeg	etag:%22226b-55bcfc8a27080%22	https://jituchauhan.com/nearme/images/testimonial-1.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/testimonial-1.jpg	(from https://jituchauhan.com/nearme/)
21:45:05	168720/168720	---M--	200	added ('OK')	image/jpeg	etag:%2229310-55bbbb1b51580%22	https://jituchauhan.com/nearme/images/destination-5.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-5.jpg	(from https://jituchauhan.com/nearme/)
21:45:06	6679/6679	---M--	200	added ('OK')	image/jpeg	etag:%221a17-55bcfeaba7780%22	https://jituchauhan.com/nearme/images/testimonial-2.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/testimonial-2.jpg	(from https://jituchauhan.com/nearme/)
21:45:06	74430/74430	---M--	200	added ('OK')	image/jpeg	etag:%22122be-55bd043c71900%22	https://jituchauhan.com/nearme/images/post-1.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-1.jpg	(from https://jituchauhan.com/nearme/)
21:45:06	68531/68531	---M--	200	added ('OK')	image/jpeg	etag:%2210bb3-55bd046667c00%22	https://jituchauhan.com/nearme/images/post-2.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-2.jpg	(from https://jituchauhan.com/nearme/)
21:45:07	87083/87083	---M--	200	added ('OK')	image/jpeg	etag:%221542b-55bd047792480%22	https://jituchauhan.com/nearme/images/post-3.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-3.jpg	(from https://jituchauhan.com/nearme/)
21:45:07	97163/97163	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	C:/My%20Web%20Sites/PGV2/ajax.googleapis.com/ajax/libs/jquery/1.12.4/jquery.min.js	(from https://jituchauhan.com/nearme/)
21:45:07	37045/37045	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2025%20Jul%202016%2010:23:30%20GMT	https://jituchauhan.com/nearme/js/bootstrap.min.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/bootstrap.min.js	(from https://jituchauhan.com/nearme/)
21:45:08	33379/33379	---M-Z	200	added ('OK')	application/javascript	etag:%228263-55c1c52782b00-gzip%22	https://jituchauhan.com/nearme/js/bootstrap-select.min.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/bootstrap-select.min.js	(from https://jituchauhan.com/nearme/)
21:45:08	246/246	---M-Z	200	added ('OK')	application/javascript	etag:%22f6-560d701346780-gzip%22	https://jituchauhan.com/nearme/js/select-options.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/select-options.js	(from https://jituchauhan.com/nearme/)
21:45:09	3383/3383	---M-Z	200	added ('OK')	application/javascript	etag:%22d37-55ba8a8e88f80-gzip%22	https://jituchauhan.com/nearme/js/menumaker.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/menumaker.js	(from https://jituchauhan.com/nearme/)
21:45:09	152/152	---M-Z	200	added ('OK')	application/javascript	etag:%2298-55ecd1825f280-gzip%22	https://jituchauhan.com/nearme/js/navigation.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/navigation.js	(from https://jituchauhan.com/nearme/)
21:45:09	7540/7540	---M-Z	200	added ('OK')	application/javascript	etag:%221d74-529e1173ff080-gzip%22	https://jituchauhan.com/nearme/js/jquery.flagstrap.min.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/jquery.flagstrap.min.js	(from https://jituchauhan.com/nearme/)
21:45:10	446/446	---M-Z	200	added ('OK')	application/javascript	etag:%221be-55eb63c488e00-gzip%22	https://jituchauhan.com/nearme/js/flag.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/flag.js	(from https://jituchauhan.com/nearme/)
21:45:10	134906/134906	---M-Z	200	added ('OK')	application/javascript	etag:%2220efa-5563fc524b980-gzip%22	https://jituchauhan.com/nearme/js/moment.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/moment.js	(from https://jituchauhan.com/nearme/)
21:45:11	69776/69776	---M-Z	200	added ('OK')	application/javascript	etag:%2211090-55ccee6844600-gzip%22	https://jituchauhan.com/nearme/js/daterangepicker.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/daterangepicker.js	(from https://jituchauhan.com/nearme/)
21:45:11	357/357	---M-Z	200	added ('OK')	application/javascript	etag:%22165-55eb63c671280-gzip%22	https://jituchauhan.com/nearme/js/calender.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/calender.js	(from https://jituchauhan.com/nearme/)
21:45:11	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-538715a5c1f80-gzip%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.eot	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:12	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-538715a5c1f80-gzip%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regulard41d.eot	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:12	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-538715a5c1f80%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.html	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:12	23424/23424	---M--	200	added ('OK')	application/x-font-woff	etag:%225b80-538715a5c1f80%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.woff	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:13	45404/45404	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b15c-538715a5c1f80%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.ttf	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:13	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-538715a5c1f80%22	https://jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/glyphicons-halflings-regular.svg	(from https://jituchauhan.com/nearme/css/bootstrap.min.css)
21:45:14	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55a804d22e700-gzip%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfont3e6e.eot	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:14	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-55a804d22e700-gzip%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfontd41d.eot	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:14	77160/77160	---M--	200	added ('OK')	text/html	etag:%2212d68-55a804d22e700%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfont3e6e.html	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:15	98024/98024	---M--	200	added ('OK')	application/x-font-woff	etag:%2217ee8-55a804d22e700%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfont3e6e.woff	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:15	165548/165548	---M--	200	added ('OK')	application/x-font-ttf	etag:%22286ac-55a804d22e700%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfont3e6e.ttf	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:16	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-55a804d22e700%22	https://jituchauhan.com/nearme/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/fonts/fontawesome-webfont3e6e.svg	(from https://jituchauhan.com/nearme/css/font-awesome.min.css)
21:45:16	78853/78853	---M--	200	added ('OK')	image/png	etag:%2213405-529e1173ff080%22	https://jituchauhan.com/nearme/images/flags.png	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/flags.png	(from https://jituchauhan.com/nearme/css/flags.css)
21:45:16	102553/102553	---M--	200	added ('OK')	image/jpeg	etag:%2219099-55c30433fe600%22	https://jituchauhan.com/nearme/images/page_header.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/page_header.jpg	(from https://jituchauhan.com/nearme/css/style.css)
21:45:17	1123144/1123144	---M--	200	added ('OK')	image/jpeg	etag:%22112348-55fbe8e194900%22	https://jituchauhan.com/nearme/images/hero-image-second.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/hero-image-second.jpg	(from https://jituchauhan.com/nearme/css/style.css)
21:45:17	234185/234185	---M--	200	added ('OK')	image/jpeg	etag:%22392c9-55bb7624e6180%22	https://jituchauhan.com/nearme/images/hero-image.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/hero-image.jpg	(from https://jituchauhan.com/nearme/css/style.css)
21:45:17	630/630	---M--	200	added ('OK')	image/png	etag:%22276-55bbaa81beb80%22	https://jituchauhan.com/nearme/images/heart.png	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/heart.png	(from https://jituchauhan.com/nearme/css/style.css)
21:45:17	1540/1540	---M--	200	added ('OK')	image/png	etag:%22604-55bbae229fb00%22	https://jituchauhan.com/nearme/images/heart-hover.png	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/heart-hover.png	(from https://jituchauhan.com/nearme/css/style.css)
21:45:18	349498/349498	---M--	200	added ('OK')	image/jpeg	etag:%225553a-55c43f9427680%22	https://jituchauhan.com/nearme/images/single_page.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/single_page.jpg	(from https://jituchauhan.com/nearme/css/style.css)
21:45:18	6211/6211	---M-Z	200	added ('OK')	text/css	etag:%221843-5613ab8348380-gzip%22	https://jituchauhan.com/nearme/css/fontello.css	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/css/fontello.css	(from https://jituchauhan.com/nearme/index-2.html)
21:45:19	4028/4028	---M-Z	200	added ('OK')	text/css	etag:%22fbc-5499e806f6e00-gzip%22	https://jituchauhan.com/nearme/css/owl.carousel.css	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/css/owl.carousel.css	(from https://jituchauhan.com/nearme/index-2.html)
21:45:19	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%22517-55d775221ee00-gzip%22	https://jituchauhan.com/nearme/css/owl.theme.default.css	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/css/owl.theme.default.css	(from https://jituchauhan.com/nearme/index-2.html)
21:45:19	3922/3922	---M--	200	added ('OK')	image/png	etag:%22f52-55fbde0c4ba00%22	https://jituchauhan.com/nearme/images/logo-2.png	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/logo-2.png	(from https://jituchauhan.com/nearme/index-2.html)
21:45:20	103853/103853	---M--	200	added ('OK')	image/jpeg	etag:%22195ad-55fce9ed1bb00%22	https://jituchauhan.com/nearme/images/destination-6.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/destination-6.jpg	(from https://jituchauhan.com/nearme/index-2.html)
21:45:21	77048/77048	---M--	200	added ('OK')	image/jpeg	etag:%2212cf8-5600a6c08aa80%22	https://jituchauhan.com/nearme/images/post-thumb-1.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-thumb-1.jpg	(from https://jituchauhan.com/nearme/index-2.html)
21:45:21	815781/815781	---M--	200	added ('OK')	image/jpeg	etag:%22c72a5-5600a107b2a80%22	https://jituchauhan.com/nearme/images/post-big-img.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-big-img.jpg	(from https://jituchauhan.com/nearme/index-2.html)
21:45:21	706172/706172	---M--	200	added ('OK')	image/png	etag:%22ac67c-55fcfc5be3800%22	https://jituchauhan.com/nearme/images/story-img.png	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/story-img.png	(from https://jituchauhan.com/nearme/index-2.html)
21:45:22	86590/86590	---M--	200	added ('OK')	image/jpeg	etag:%221523e-5600a6e0f7700%22	https://jituchauhan.com/nearme/images/post-thumb-2.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/post-thumb-2.jpg	(from https://jituchauhan.com/nearme/index-2.html)
21:45:23	389870/389870	---M--	200	added ('OK')	image/jpeg	etag:%225f2ee-5600aa18f0f00%22	https://jituchauhan.com/nearme/images/cta-wrapper.jpg	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/images/cta-wrapper.jpg	(from https://jituchauhan.com/nearme/index-2.html)
21:45:23	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-5499e806f6e00-gzip%22	https://jituchauhan.com/nearme/js/owl.carousel.min.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/owl.carousel.min.js	(from https://jituchauhan.com/nearme/index-2.html)
21:45:23	2234/2234	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2026%20Dec%202017%2008:15:44%20GMT	https://jituchauhan.com/nearme/js/multiple-carousel.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/multiple-carousel.js	(from https://jituchauhan.com/nearme/index-2.html)
21:45:24	20947/20947	---M-Z	200	added ('OK')	application/javascript	etag:%2251d3-55481ee97e680-gzip%22	https://jituchauhan.com/nearme/js/jquery.isotope.min.js	C:/My%20Web%20Sites/PGV2/jituchauhan.com/nearme/js/jquery.isotope.min.js	(from https://jituchauhan.com/nearme/index-2.html)
